表記,読み
直根,チョッコン
シャトーブリアン,シャトーブリアン
厩肥,キュウヒ
卸商,オロシショウ
仮空,カクウ
急追,キュウツイ
虚業,キョギョウ
貸席,カシセキ
転住,テンジュウ
頭注,トウチュウ
揚言,ヨウゲン
和書,ワショ
メディテーション,メディテーション
骨相,コッソウ
即妙,ソクミョウ
珍物,チンブツ
白楊,ハクヨウ
半拍,ハンパク
披講,ヒコウ
弁官,ベンカン
老熟,ロウジュク
砕屑,サイセツ
在室,ザイシツ
師表,シヒョウ
弾片,ダンペン
スクーナー,スクーナー
市壁,シヘキ
ノックス,ノックス
バレッタ,バレッタ
ピンぼけ,ピンボケ
餓狼,ガロウ
詐偽,サギ
新色,シンショク
水栓,スイセン
成猫,セイビョウ
猛犬,モウケン
官財,カンザイ
生販,セイハン
キャッシャー,キャッシャー
クリフ,クリフ
スタッカート,スタッカート
そさん,ソサン
晦渋,カイジュウ
生々,ショウジョウ
山相,サンソウ
積雲,セキウン
光堂,コウドウ
疑点,ギテン
哲理,テツリ
唐門,カラモン
堂主,ドウシュ
悪果,アッカ
下策,ゲサク
下婢,カヒ
火難,カナン
怪事,カイジ
薫香,クンコウ
権臣,ケンシン
原隊,ゲンタイ
在唐,ザイトウ
寺務,ジム
上疏,ジョウソ
しゅゆ,シュユ
遷化,センゲ
善説,ゼンセツ
俗書,ゾクショ
属目,ショクモク
麦秋,バクシュウ
晩唐,バントウ
非違,ヒイ
別業,ベツギョウ
奉安,ホウアン
卜辞,ボクジ
万灯,マンドウ
門流,モンリュウ
利生,リショウ
ミニバス,ミニバス
リヤカー,リヤカー
路盤,ロバン
近野,チカノ
名臣,メイシン
選炭,センタン
蒼生,ソウセイ
愛息,アイソク
静電,セイデン
国公私立,コッコウシリツ
眼瞼,ガンケン
英中,エイチュウ
回旋,カイセン
内腔,ナイクウ
雲山,ウンザン
てんでん,テンデン
農牧,ノウボク
馬料,バリョウ
来者,ライシャ
老農,ロウノウ
隻手,セキシュ
規正,キセイ
ラヤ,ラヤ
外護,ガイゴ
乾肉,カンニク
寒露,カンロ
左道,サドウ
策源,サクゲン
亡君,ボウクン
ライトモチーフ,ライトモチーフ
神使,シンシ
組み版,クミハン
通解,ツウカイ
総有,ソウユウ
キッチュ,キッチュ
マンゴスチン,マンゴスチン
ローハイド,ローハイド
外接,ガイセツ
混色,コンショク
代書,ダイショ
本読み,ホンヨミ
ワンダーランド,ワンダーランド
スプリント,スプリント
メゾ,メゾ
ロシアン,ロシアン
分位,ブンイ
溶質,ヨウシツ
ペントハウス,ペントハウス
母貝,ボガイ
アテンダント,アテンダント
インストルメンタル,インストルメンタル
能開,ノウカイ
落球,ラッキュウ
和種,ワシュ
紅藻,コウソウ
臭素,シュウソ
エクステリア,エクステリア
ザッツ,ザッツ
ランブル,ランブル
完食,カンショク
先回,センカイ
燃油,ネンユ
かんのむし,カンノムシ
ムジャヒディン,ムジャヒディン
天壌,テンジョウ
鈍麻,ドンマ
陰膳,カゲゼン
軽少,ケイショウ
紫金,シキン
流亡,リュウボウ
令色,レイショク
結縁,ケチエン
光陰,コウイン
広布,コウフ
訓電,クンデン
軽罪,ケイザイ
在隊,ザイタイ
推算,スイサン
徳行,トッコウ
表章,ヒョウショウ
両州,リョウシュウ
両度,リョウド
国衙,コクガ
閉校,ヘイコウ
浴用,ヨクヨウ
在院,ザイイン
隠宅,インタク
覆滅,フクメツ
兵家,ヘイカ
オランウータン,オランウータン
会告,カイコク
弓道,キュウドウ
鮮紅,センコウ
脱硫,ダツリュウ
路用,ロヨウ
放逸,ホウイツ
アドミラル,アドミラル
プロピレン,プロピレン
援農,エンノウ
火急,カキュウ
金子,キンス
後車,コウシャ
砕身,サイシン
石中,セキチュウ
沈座,チンザ
病質,ビョウシツ
粉骨,フンコツ
陰極,インキョク
オーガンジー,オーガンジー
遺家族,イカゾク
一議,イチギ
営倉,エイソウ
高吟,コウギン
国母,コクボ
酷烈,コクレツ
敗滅,ハイメツ
避退,ヒタイ
利敵,リテキ
良法,リョウホウ
牢死,ロウシ
官地,カンチ
演舞,エンブ
窯変,ヨウヘン
治天,ジテン
三軍,サングン
プロポーザル,プロポーザル
詩史,シシ
ゾディアック,ゾディアック
町石,チョウセキ
無憂,ムユウ
厄日,ヤクビ
門脈,モンミャク
重犯,ジュウハン
磁化,ジカ
漸近,ゼンキン
別学,ベツガク
選科,センカ
西壁,セイヘキ
珍聞,チンブン
ボランタリズム,ボランタリズム
歴博,レキハク
オーバーオール,オーバーオール
カイマン,カイマン
ギムレット,ギムレット
ダルメシアン,ダルメシアン
チュール,チュール
汗疱,カンポウ
旧悪,キュウアク
金欠,キンケツ
砕氷,サイヒョウ
チョウザメ,チョウザメ
病相,ビョウソウ
肥厚,ヒコウ
構音,コウオン
無記,ムキ
封止,フウシ
山草,サンソウ
典薬,テンヤク
インスペクター,インスペクター
鋼製,コウセイ
異方,イホウ
フェロー,フェロー
精練,セイレン
鮮黄,センオウ
農芸,ノウゲイ
ばってん,バッテン
南湖,ナンコ
ティンバー,ティンバー
西電,セイデン
困民,コンミン
心房,シンボウ
書型,ショケイ
貨泉,カセン
絹本,ケンポン
公地,コウチ
山僧,サンソウ
私撰,シセン
修徳,シュウトク
秋景,シュウケイ
祝祷,シュクトウ
正税,ショウゼイ
声義,セイギ
石片,セキヘン
遅参,チサン
町史,チョウシ
武臣,ブシン
涌,ユウ
露領,ロリョウ
応手,オウシュ
竜紋,リュウモン
じょっぱり,ジョッパリ
シンチレーション,シンチレーション
スコアラー,スコアラー
デリシャス,デリシャス
規管,キカン
新馬,シンバ
前癌,ゼンガン
仏領,フツリョウ
遊漁,ユウギョ
セリカ,セリカ
ビブレ,ビブレ
入漁,ニュウギョ
和金,ワキン
圏谷,ケンコク
脱塩,ダツエン
滑石,カッセキ
単科,タンカ
初刊,ショカン
有感,ユウカン
香道,コウドウ
販管,ハンカン
通言,ツウゲン
名彙,メイイ
廓清,カクセイ
従兄,ジュウケイ
モノカルチャー,モノカルチャー
集解,シュウゲ
商権,ショウケン
天府,テンプ
病舎,ビョウシャ
輪禍,リンカ
就眠,シュウミン
ブロッキング,ブロッキング
階高,カイダカ
日文,ニチブン
ふんたい,フンタイ
正伝,セイデン
不善,フゼン
ウロキナーゼ,ウロキナーゼ
コロイド,コロイド
シェーレ,シェーレ
ジフェニル,ジフェニル
点状,テンジョウ
フォーブ,フォーブ
印材,インザイ
曳船,エイセン
醇風,ジュンプウ
造本,ゾウホン
短章,タンショウ
アステリスク,アステリスク
海佐,カイサ
斎戒,サイカイ
定則,テイソク
剤型,ザイケイ
新受,シンジュ
救霊,キュウレイ
冷媒,レイバイ
モールド,モールド
長尺,チョウジャク
くん煙,クンエン
海関,カイカン
海港,カイコウ
ホライズン,ホライズン
おとめ座,オトメザ
階位,カイイ
三太夫,サンダユウ
断首,ダンシュ
面壁,メンペキ
増徴,ゾウチョウ
一業,イチギョウ
湖産,コサン
入夫,ニュウフ
黒縄,コクジョウ
舌根,ゼッコン
帰村,キソン
外反,ガイハン
帯剣,タイケン
県債,ケンサイ
王臣,オウシン
寄金,キキン
しっし,シッシ
使臣,シシン
親拝,シンパイ
拓務,タクム
気節,キセツ
仁愛,ジンアイ
成山,セイザン
聖賢,セイケン
鋼線,コウセン
プロフィル,プロフィル
一代,イチダイ
家論,カロン
歌風,カフウ
海象,カイショウ
学課,ガッカ
講壇,コウダン
国華,コッカ
歳旦,サイタン
定稿,テイコウ
二の膳,ニノゼン
藩制,ハンセイ
範例,ハンレイ
歩,ホ
サニタリー,サニタリー
字跡,ジセキ
藤花,トウカ
部民,ブミン
訳読,ヤクドク
一知,イッチ
連濁,レンダク
パトローネ,パトローネ
故里,コリ
八字,ハチジ
美髯,ビゼン
雄志,ユウシ
キノホルム,キノホルム
シンボライズ,シンボライズ
良友,リョウユウ
欺罔,キモウ
母斑,ボハン
じん肺,ジンパイ
悪道,アクドウ
顕揚,ケンヨウ
寺号,ジゴウ
炭住,タンジュウ
歳差,サイサ
陸海,リクカイ
三すくみ,サンスクミ
初生,ショセイ
注水,チュウスイ
アンデパンダン,アンデパンダン
西兵,セイヘイ
踏跡,トウセキ
米韓,ベイカン
行刑,ギョウケイ
怠業,タイギョウ
必罰,ヒツバツ
プシュケー,プシュケー
大黄,ダイオウ
海棲,カイセイ
航洋,コウヨウ
原体,ゲンタイ
鉱滓,コウサイ
中前,チュウゼン
カナッペ,カナッペ
土類,ドルイ
インステップ,インステップ
禅門,ゼンモン
爪甲,ソウコウ
笑気,ショウキ
純水,ジュンスイ
バジェット,バジェット
サパー,サパー
宇高,ウコウ
確答,カクトウ
客土,キャクド
結団,ケツダン
坑外,コウガイ
雑感,ザッカン
家僕,カボク
フルール,フルール
壬辰,ジンシン
遊宴,ユウエン
両属,リョウゾク
静水,セイスイ
イソプレン,イソプレン
ガトー,ガトー
クリンチ,クリンチ
シードル,シードル
メラトニン,メラトニン
リパーゼ,リパーゼ
レシーブ,レシーブ
前走,ゼンソウ
注腸,チュウチョウ
腸腺,チョウセン
肉詰め,ニクヅメ
保定,ホテイ
遊走,ユウソウ
文稿,ブンコウ
アデノイド,アデノイド
クルトン,クルトン
スラッガー,スラッガー
どんこ,ドンコ
気孔,キコウ
復溜,フクリュウ
強殺,ゴウサツ
申命,シンメイ
経巻,キョウカン
アクト,アクト
ジェントリー,ジェントリー
現先,ゲンサキ
受検,ジュケン
上天,ジョウテン
シュリンプ,シュリンプ
センタリング,センタリング
マンダリン,マンダリン
きんとん,キントン
相生,ソウショウ
チンチラ,チンチラ
ロイシン,ロイシン
逆位,ギャクイ
ボウタイ,ボウタイ
堕罪,ダザイ
モカシン,モカシン
カンタータ,カンタータ
加配,カハイ
複層,フクソウ
質料,シツリョウ
日量,ニチリョウ
砲丸,ホウガン
外生,ガイセイ
ベジタブル,ベジタブル
斥力,セキリョク
家居,カキョ
官幣,カンペイ
脱党,ダットウ
労協,ロウキョウ
健聴,ケンチョウ
トラフィック,トラフィック
押送,オウソウ
嘉納,カノウ
架蔵,カゾウ
しつらい,シツライ
聖断,セイダン
仙花,センカ
葬制,ソウセイ
日宋,ニッソウ
拝辞,ハイジ
親業,オヤギョウ
幽門,ユウモン
黄銅,オウドウ
アシドーシス,アシドーシス
シンハ,シンハ
ストリングス,ストリングス
テリーヌ,テリーヌ
マントルピース,マントルピース
汚れ役,ヨゴレヤク
黄玉,オウギョク
寡兵,カヘイ
海尉,カイイ
軍防,グンボウ
月桃,ゲットウ
厚恩,コウオン
彩雲,サイウン
采地,サイチ
三略,サンリャク
参向,サンコウ
州道,シュウドウ
従臣,ジュウシン
千慮,センリョ
造酒,ゾウシュ
他領,タリョウ
寵妃,チョウヒ
東麓,トウロク
撞球,ドウキュウ
なんでん,ナンデン
発向,ハッコウ
必中,ヒッチュウ
不犯,フボン
弁説,ベンゼツ
防塞,ボウサイ
本役,ホンヤク
諭旨,ユシ
蘭語,ランゴ
竜口,リュウコウ
しゅんどう,シュンドウ
連星,レンセイ
レポ,レポ
国璽,コクジ
作陶,サクトウ
撰者,センジャ
豊熟,ホウジュク
五逆,ゴギャク
蛇紋,ジャモン
筋炎,キンエン
ターメリック,ターメリック
転作,テンサク
位格,イカク
臼砲,キュウホウ
下令,カレイ
議奏,ギソウ
弓馬,キュウバ
軍陣,グンジン
こまち,コマチ
勾当,コウトウ
行装,コウソウ
庶出,ショシュツ
小休,ショウキュウ
誠忠,セイチュウ
前住,ゼンジュウ
池畔,チハン
遊侠,ユウキョウ
落首,ラクシュ
郎従,ロウジュウ
曾遊,ソウユウ
バーニング,バーニング
チャプレン,チャプレン
ディスカウンター,ディスカウンター
ディメンション,ディメンション
公権,コウケン
湖心,コシン
池水,チスイ
連銀,レンギン
管状,カンジョウ
少陽,ショウヨウ
オーバーロード,オーバーロード
ハイブロー,ハイブロー
棒線,ボウセン
貢税,グゼイ
修禅,シュゼン
出御,シュツギョ
大紋,ダイモン
典侍,テンジ
閉門,ヘイモン
排液,ハイエキ
オーケストレーション,オーケストレーション
経師,キョウジ
兵長,ヘイチョウ
眼圧,ガンアツ
参禅,サンゼン
大士,ダイシ
アンガージュマン,アンガージュマン
皇宗,コウソウ
正言,セイゲン
頭語,トウゴ
全科,ゼンカ
虫垂,チュウスイ
歯根,シコン
アメリカナイゼーション,アメリカナイゼーション
ソフィスティケート,ソフィスティケート
環海,カンカイ
閑地,カンチ
秀峰,シュウホウ
難読,ナンドク
入島,ニュウトウ
本門,ホンモン
ふしゅく,フシュク
後室,コウシツ
講書,コウショ
なまふ,ナマフ
兵乱,ヘイラン
力戦,リキセン
内皮,ナイヒ
積層,セキソウ
ポリアセチレン,ポリアセチレン
官設,カンセツ
減員,ゲンイン
アブストラクト,アブストラクト
ケーソン,ケーソン
パリジェンヌ,パリジェンヌ
ミックスト,ミックスト
暗箱,アンバコ
県文,ケンブン
投企,トウキ
平俗,ヘイゾク
スピロヘータ,スピロヘータ
演唱,エンショウ
外報,ガイホウ
漢才,カンサイ
検断,ケンダン
歳事,サイジ
施薬,セヤク
初刷,ショサツ
転学,テンガク
土壇,ドダン
服制,フクセイ
無電,ムデン
雄視,ユウシ
婁,ロウ
ダイナー,ダイナー
金肥,キンピ
古塔,コトウ
市上,シジョウ
試錐,シスイ
水線,スイセン
正餐,セイサン
凍港,トウコウ
隆興,リュウコウ
列聖,レッセイ
欠品,ケッピン
永訣,エイケツ
果たし状,ハタシジョウ
監置,カンチ
丘状,キュウジョウ
漁区,ギョク
軍戸,グンコ
撃攘,ゲキジョウ
己卯,キボウ
江水,コウスイ
志怪,シカイ
傷者,ショウシャ
少弼,ショウヒツ
奏薦,ソウセン
対韓,タイカン
